ID,DATE,DAY,ID_WEEK_DAY,MONTH,ID_MONTH,YEAR,ID_QUARTER
1247,2018-01-22,22,1,1,1,2018,1
1248,2018-01-23,23,2,1,1,2018,1
1249,2018-01-24,24,3,1,1,2018,1
1250,2018-01-25,25,4,1,1,2018,1
1251,2018-01-26,26,5,1,1,2018,1
1252,2018-01-29,29,1,1,1,2018,1
1253,2018-01-30,30,2,1,1,2018,1
1254,2018-01-31,31,3,1,1,2018,1
1255,2018-02-01,1,4,2,2,2018,1
1256,2018-02-02,2,5,2,2,2018,1
1257,2018-02-05,5,1,2,2,2018,1
1258,2018-02-06,6,2,2,2,2018,1
1259,2018-02-07,7,3,2,2,2018,1
